#name=Regions with enrichment >= 5
#description= Algorithm: Enriched Region Detection |  Parameters: |    Read List = Read List filtered on read quality metrics |    Treatment = 1668-WPT-3_sequence_only_sacCer2_sorted |    Control = 1668-WPT-1_sequence_only_sacCer2_sorted |    Enrichment Factor = 5 |    Window Size (bp) = 100 |    Minimum reads in window = 10 |    Window Slide Size (bp) = 50 |    Minimum region size (bp) = 150 |    Minimum reads in region = 15 |    Upstream padding distance for genes = 5000
Chromosome	Start	End	Read Density	Treatment Count	Control Count	Enrichment Factor	Gene Symbol	Longest Transcript	Overlap Type	Distance to TSS	
chrXV	825651	825899	0.43373495	108	14	5.1132326	PAC1	YOR269W	Upstream	-609
chrXV	932202	932400	0.49748743	99	13	5.047678	SNC2	YOR327C	Upstream	-1223
chrXV	932202	932400	0.49748743	99	13	5.047678	PDR10	YOR328W	CDS-Exon	501
chrXV	932801	932997	0.3401015	67	8	5.5511713	SNC2	YOR327C	Upstream	-1821
chrXV	932801	932997	0.3401015	67	8	5.5511713	PDR10	YOR328W	CDS-Exon	1099
chrXV	968152	968346	0.2769231	54	6	5.965438	YOR342C	YOR342C	Upstream	-627
chrXV	968152	968346	0.2769231	54	6	5.965438	YOR343W-B	YOR343W-B	Upstream	-2326
chrXV	968152	968346	0.2769231	54	6	5.965438	YOR343W-A	YOR343W-A	Upstream	-2326
chrXV	980551	980850	2.76	828	94	5.838514	tP(UGG)O3		CDS-Exon	20
chrXV	980551	980850	2.76	828	94	5.838514	TYE7	YOR344C	Upstream	-2634
chrXV	980551	980850	2.76	828	94	5.838514	REV1	YOR346W	Upstream	-1125
chrXV	987151	987448	0.59395975	177	20	5.866014	PYK2	YOR347C	Upstream	-840
chrXV	987151	987448	0.59395975	177	20	5.866014	PUT4	YOR348C	CDS-Exon	1480
chrXV	987151	987448	0.59395975	177	20	5.866014	CIN1	YOR349W	Upstream	-2487
chrXV	987601	987750	0.27333334	41	5	5.4351764	PYK2	YOR347C	Upstream	-1216
chrXV	987601	987750	0.27333334	41	5	5.4351764	PUT4	YOR348C	CDS-Exon	1104
chrXV	987601	987750	0.27333334	41	5	5.4351764	CIN1	YOR349W	Upstream	-2111
chrXV	987752	988050	0.451505	135	19	4.709556	PYK2	YOR347C	Upstream	-1442
chrXV	987752	988050	0.451505	135	19	4.709556	PUT4	YOR348C	CDS-Exon	878
chrXV	987752	988050	0.451505	135	19	4.709556	CIN1	YOR349W	Upstream	-1885
chrXV	988202	988448	0.2631579	65	5	8.616743	PYK2	YOR347C	Upstream	-1866
chrXV	988202	988448	0.2631579	65	5	8.616743	PUT4	YOR348C	CDS-Exon	454
chrXV	988202	988448	0.2631579	65	5	8.616743	CIN1	YOR349W	Upstream	-1461
chrXV	988501	988797	0.43771043	130	14	6.1548166	PYK2	YOR347C	Upstream	-2190
chrXV	988501	988797	0.43771043	130	14	6.1548166	PUT4	YOR348C	CDS-Exon	130
chrXV	988501	988797	0.43771043	130	14	6.1548166	CIN1	YOR349W	Upstream	-1137
chrXV	989151	989350	0.59	118	15	5.2142344	PYK2	YOR347C	Upstream	-2791
chrXV	989151	989350	0.59	118	15	5.2142344	PUT4	YOR348C	Upstream	-471
chrXV	989151	989350	0.59	118	15	5.2142344	CIN1	YOR349W	Upstream	-536
chrXV	1049003	1049300	0.75503355	225	24	6.213998	YOR378W	YOR378W	Upstream	-358
chrXV	1049003	1049300	0.75503355	225	24	6.213998	RDR1	YOR380W	Upstream	-2137
chrXV	1074052	1074250	0.6683417	133	17	5.185642	YOR387C	YOR387C	Upstream	-3912
chrXV	1074052	1074250	0.6683417	133	17	5.185642	FDH1	YOR388C	Upstream	-1230
chrXV	1074052	1074250	0.6683417	133	17	5.185642	YOR389W	YOR389W	CDS-Exon, 5'UTR	-60
chrXV	1074052	1074250	0.6683417	133	17	5.185642	YOR390W	YOR390W	Upstream	-2631
chrXV	1074552	1074748	0.34517765	68	9	5.008022	YOR387C	YOR387C	Upstream	-4411
chrXV	1074552	1074748	0.34517765	68	9	5.008022	FDH1	YOR388C	Upstream	-1729
chrXV	1074552	1074748	0.34517765	68	9	5.008022	YOR389W	YOR389W	CDS-Exon	439
chrXV	1074552	1074748	0.34517765	68	9	5.008022	YOR390W	YOR390W	Upstream	-2132
chrXV	1074751	1074900	0.35333332	53	7	5.0185432	YOR387C	YOR387C	Upstream	-4586
chrXV	1074751	1074900	0.35333332	53	7	5.0185432	FDH1	YOR388C	Upstream	-1904
chrXV	1074751	1074900	0.35333332	53	7	5.0185432	YOR389W	YOR389W	CDS-Exon	614
chrXV	1074751	1074900	0.35333332	53	7	5.0185432	YOR390W	YOR390W	Upstream	-1957
chrXV	1075251	1075450	0.55	110	13	5.608531	FDH1	YOR388C	Upstream	-2429
chrXV	1075251	1075450	0.55	110	13	5.608531	YOR389W	YOR389W	CDS-Exon	1139
chrXV	1075251	1075450	0.55	110	13	5.608531	YOR390W	YOR390W	Upstream	-1432
chrXV	1075251	1075450	0.55	110	13	5.608531	ERR1	YOR393W	Upstream	-4924
chrXV	1079201	1079398	0.7171717	142	15	6.2747564	HSP33	YOR391C	CDS-Exon	-43
chrXV	1079201	1079398	0.7171717	142	15	6.2747564	PAU21		Upstream	-3417
chrXV	1079201	1079398	0.7171717	142	15	6.2747564	ERR1	YOR393W	Upstream	-975
chrXV	1079704	1079900	0.78680205	155	18	5.7076716	HSP33	YOR391C	Upstream	-546
chrXV	1079704	1079900	0.78680205	155	18	5.7076716	PAU21		Upstream	-2914
chrXV	1079704	1079900	0.78680205	155	18	5.7076716	ERR1	YOR393W	Upstream	-472
chrXV	1080351	1080750	0.6275	251	29	5.736877	HSP33	YOR391C	Upstream	-1294
chrXV	1080351	1080750	0.6275	251	29	5.736877	PAU21		Upstream	-2166
chrXV	1080351	1080750	0.6275	251	29	5.736877	YRF1-8		Upstream	-4921
chrXV	1080351	1080750	0.6275	251	29	5.736877	ERR1	YOR393W	CDS-Exon	276
chrXV	1080755	1081098	0.5436047	187	22	5.6340246	HSP33	YOR391C	Upstream	-1670
chrXV	1080755	1081098	0.5436047	187	22	5.6340246	PAU21		Upstream	-1790
chrXV	1080755	1081098	0.5436047	187	22	5.6340246	YRF1-8		Upstream	-4545
chrXV	1080755	1081098	0.5436047	187	22	5.6340246	ERR1	YOR393W	CDS-Exon	652
chrXV	1081151	1081350	0.465	93	12	5.1369047	HSP33	YOR391C	Upstream	-1994
chrXV	1081151	1081350	0.465	93	12	5.1369047	PAU21		Upstream	-1466
chrXV	1081151	1081350	0.465	93	12	5.1369047	YRF1-8		Upstream	-4221
chrXV	1081151	1081350	0.465	93	12	5.1369047	ERR1	YOR393W	CDS-Exon	976
chrXV	1081751	1081950	0.765	153	14	7.2437463	HSP33	YOR391C	Upstream	-2594
chrXV	1081751	1081950	0.765	153	14	7.2437463	PAU21		Upstream	-866
chrXV	1081751	1081950	0.765	153	14	7.2437463	YRF1-8		Upstream	-3621
chrXV	1082252	1082449	0.64141417	127	10	8.417895	HSP33	YOR391C	Upstream	-3094
chrXV	1082252	1082449	0.64141417	127	10	8.417895	PAU21		Upstream	-366
chrXV	1082252	1082449	0.64141417	127	10	8.417895	YRF1-8		Upstream	-3121
chrXV	1082702	1082943	0.57438016	139	17	5.419581	HSP33	YOR391C	Upstream	-3566
chrXV	1082702	1082943	0.57438016	139	17	5.419581	PAU21		CDS-Exon	106
chrXV	1082702	1082943	0.57438016	139	17	5.419581	YRF1-8		Upstream	-2649
chrXV	1082952	1083250	0.76254183	228	29	5.2111874	HSP33	YOR391C	Upstream	-3845
chrXV	1082952	1083250	0.76254183	228	29	5.2111874	PAU21		CDS-Exon	385
chrXV	1082952	1083250	0.76254183	228	29	5.2111874	YRF1-8		Upstream	-2370
chrXVI	7201	7450	1.248	312	37	5.5892386	HSP32	YPL280W	Upstream	-4562
chrXVI	7201	7450	1.248	312	37	5.5892386	YRF1-7		Upstream	-1318
chrXVI	7951	8350	0.6525	261	30	5.7665896	HSP32	YPL280W	Upstream	-3737
chrXVI	7951	8350	0.6525	261	30	5.7665896	YRF1-7		Upstream	-2143
chrXVI	7951	8350	0.6525	261	30	5.7665896	PAU22		CDS-Exon	277
chrXVI	8602	8850	0.7550201	188	21	5.9338746	HSP32	YPL280W	Upstream	-3161
chrXVI	8602	8850	0.7550201	188	21	5.9338746	YRF1-7		Upstream	-2719
chrXVI	8602	8850	0.7550201	188	21	5.9338746	PAU22		Upstream	-299
chrXVI	9601	9800	0.61	122	16	5.0540514	ERR2	YPL281C	CDS-Exon	1170
chrXVI	9601	9800	0.61	122	16	5.0540514	HSP32	YPL280W	Upstream	-2187
chrXVI	9601	9800	0.61	122	16	5.0540514	YRF1-7		Upstream	-3693
chrXVI	9601	9800	0.61	122	16	5.0540514	PAU22		Upstream	-1273
chrXVI	9802	10000	0.52261305	104	12	5.744496	ERR2	YPL281C	CDS-Exon	969
chrXVI	9802	10000	0.52261305	104	12	5.744496	HSP32	YPL280W	Upstream	-1986
chrXVI	9802	10000	0.52261305	104	12	5.744496	YRF1-7		Upstream	-3894
chrXVI	9802	10000	0.52261305	104	12	5.744496	PAU22		Upstream	-1474
chrXVI	10402	10650	0.5060241	126	13	6.4243174	ERR2	YPL281C	CDS-Exon	344
chrXVI	10402	10650	0.5060241	126	13	6.4243174	HSP32	YPL280W	Upstream	-1361
chrXVI	10402	10650	0.5060241	126	13	6.4243174	YRF1-7		Upstream	-4519
chrXVI	10402	10650	0.5060241	126	13	6.4243174	PAU22		Upstream	-2099
chrXVI	10651	10947	0.75084174	223	20	7.3905144	ERR2	YPL281C	CDS-Exon	71
chrXVI	10651	10947	0.75084174	223	20	7.3905144	HSP32	YPL280W	Upstream	-1088
chrXVI	10651	10947	0.75084174	223	20	7.3905144	YRF1-7		Upstream	-4792
chrXVI	10651	10947	0.75084174	223	20	7.3905144	PAU22		Upstream	-2372
chrXVI	11701	11950	0.728	182	24	5.026434	ERR2	YPL281C	Upstream	-955
chrXVI	11701	11950	0.728	182	24	5.026434	HSP32	YPL280W	CDS-Exon, 5'UTR	-62
chrXVI	11701	11950	0.728	182	24	5.026434	PAU22		Upstream	-3398
chrXVI	11951	12150	0.59	118	15	5.2142344	ERR2	YPL281C	Upstream	-1180
chrXVI	11951	12150	0.59	118	15	5.2142344	HSP32	YPL280W	CDS-Exon	163
chrXVI	11951	12150	0.59	118	15	5.2142344	PAU22		Upstream	-3623
chrXVI	12254	12450	0.5837563	115	14	5.444646	ERR2	YPL281C	Upstream	-1482
chrXVI	12254	12450	0.5837563	115	14	5.444646	HSP32	YPL280W	CDS-Exon	465
chrXVI	12254	12450	0.5837563	115	14	5.444646	PAU22		Upstream	-3925
chrXVI	15601	15800	0.51	102	12	5.6340246	YPL278C	YPL278C	Upstream	-345
chrXVI	15601	15800	0.51	102	12	5.6340246	YPL276W	YPL276W	Upstream	-2248
chrXVI	15601	15800	0.51	102	12	5.6340246	ERR2	YPL281C	Upstream	-4830
chrXVI	15601	15800	0.51	102	12	5.6340246	YPL279C	YPL279C	Upstream	-1345
chrXVI	15601	15800	0.51	102	12	5.6340246	FDH2	YPL275W	Upstream	-2669
chrXVI	15601	15800	0.51	102	12	5.6340246	YPL277C	YPL277C	CDS-Exon	1168
chrXVI	15902	16100	0.49748743	99	11	5.965438	YPL278C	YPL278C	Upstream	-646
chrXVI	15902	16100	0.49748743	99	11	5.965438	YPL276W	YPL276W	Upstream	-1947
chrXVI	15902	16100	0.49748743	99	11	5.965438	YPL279C	YPL279C	Upstream	-1646
chrXVI	15902	16100	0.49748743	99	11	5.965438	FDH2	YPL275W	Upstream	-2368
chrXVI	15902	16100	0.49748743	99	11	5.965438	YPL277C	YPL277C	CDS-Exon	867
chrXVI	40401	40597	0.29441625	58	7	5.49199	DIP5	YPL265W	Upstream	-544
chrXVI	56101	56350	3.416	854	109	5.193154	tW(CCA)P		CDS-Exon	49
chrXVI	56101	56350	3.416	854	109	5.193154	APM1	YPL259C	Upstream	-3554
chrXVI	56101	56350	3.416	854	109	5.193154	THI21	YPL258C	Upstream	-1072
chrXVI	56101	56350	3.416	854	109	5.193154	YPL257W-B	YPL257W-B	Upstream	-523
chrXVI	56101	56350	3.416	854	109	5.193154	YPL257W-A	YPL257W-A	Upstream	-523
chrXVI	114754	114950	0.4111675	81	10	5.368894	YPL229W	YPL229W	Upstream	-2215
chrXVI	114754	114950	0.4111675	81	10	5.368894	CET1	YPL228W	Upstream	-3530
chrXVI	114754	114950	0.4111675	81	10	5.368894	USV1		Upstream	-460
chrXVI	131051	131249	0.53266335	106	12	5.8549666	MMT2	YPL224C	Upstream	-3063
chrXVI	131051	131249	0.53266335	106	12	5.8549666	GRE1	YPL223C	Upstream	-2013
chrXVI	131051	131249	0.53266335	106	12	5.8549666	RPL1A	YPL220W	Upstream	-4639
chrXVI	131051	131249	0.53266335	106	12	5.8549666	FLC1		Upstream	-1892
chrXVI	131051	131249	0.53266335	106	12	5.8549666	FMP40		CDS-Exon	989
chrXVI	202704	202900	0.8274112	163	20	5.402035	CTI6	YPL181W	Upstream	-618
chrXVI	202704	202900	0.8274112	163	20	5.402035	TCO89	YPL180W	Upstream	-2445
chrXVI	202704	202900	0.8274112	163	20	5.402035	RTT10		Upstream	-267
chrXVI	226802	226998	0.55837566	110	12	6.075909	NIP100	YPL174C	Upstream	-4128
chrXVI	226802	226998	0.55837566	110	12	6.075909	COX10	YPL172C	Upstream	-1160
chrXVI	226802	226998	0.55837566	110	12	6.075909	OYE3	YPL171C	CDS-Exon	470
chrXVI	226802	226998	0.55837566	110	12	6.075909	DAP1	YPL170W	Upstream	-1413
chrXVI	226802	226998	0.55837566	110	12	6.075909	YPL168W	YPL168W	Upstream	-4316
chrXVI	246551	246750	0.88	176	21	5.555117	SVS1	YPL163C	Upstream	-3951
chrXVI	246551	246750	0.88	176	21	5.555117	YPL162C	YPL162C	Upstream	-2624
chrXVI	246551	246750	0.88	176	21	5.555117	CDC60	YPL160W	Upstream	-339
chrXVI	246551	246750	0.88	176	21	5.555117	BEM4	YPL161C	Upstream	-431
chrXVI	286701	286899	0.6231156	124	15	5.479365	YPL141C	YPL141C	Upstream	-740
chrXVI	325301	325499	0.3919598	78	7	7.3857803	YPL119C-A	YPL119C-A	Upstream	-1114
chrXVI	325301	325499	0.3919598	78	7	7.3857803	TFB2	YPL122C	Upstream	-4634
chrXVI	325301	325499	0.3919598	78	7	7.3857803	MEI5	YPL121C	Upstream	-3771
chrXVI	325301	325499	0.3919598	78	7	7.3857803	DBP1	YPL119C	CDS-Exon	863
chrXVI	325301	325499	0.3919598	78	7	7.3857803	MRP51	YPL118W	Upstream	-1227
chrXVI	325301	325499	0.3919598	78	7	7.3857803	HOS3	YPL116W	Upstream	-4205
chrXVI	338801	339000	1.625	325	38	5.66891	IMT2		CDS-Exon	18
chrXVI	338801	339000	1.625	325	38	5.66891	BEM3	YPL115C	Upstream	-3415
chrXVI	338801	339000	1.625	325	38	5.66891	YPL113C	YPL113C	Upstream	-1758
chrXVI	338801	339000	1.625	325	38	5.66891	PEX25	YPL112C	Upstream	-281
chrXVI	338801	339000	1.625	325	38	5.66891	CAR1	YPL111W	Upstream	-1043
chrXVI	404451	404648	0.61616164	122	13	6.220371	RPL21B		Upstream	-2084
chrXVI	404451	404648	0.61616164	122	13	6.220371	MOT1	YPL082C	Upstream	-469
chrXVI	404451	404648	0.61616164	122	13	6.220371	RPS9A		Upstream	-398
chrXVI	511403	511700	0.9899329	295	33	5.9252667	ECM23	YPL021W	CDS-Exon	452
chrXVI	560101	560450	3.7571428	1315	149	5.8497767	tF(GAA)P1		CDS-Exon	11
chrXVI	570152	570350	0.8442211	168	20	5.567742	tG(GCC)P1		Upstream	-2015
chrXVI	570152	570350	0.8442211	168	20	5.567742	HAL1	YPR005C	Upstream	-3583
chrXVI	570152	570350	0.8442211	168	20	5.567742	ICL2	YPR006C	Upstream	-1258
chrXVI	570152	570350	0.8442211	168	20	5.567742	REC8	YPR007C	CDS-Exon	1124
chrXVI	570152	570350	0.8442211	168	20	5.567742	HAA1	YPR008W	Upstream	-2764
chrXVI	572151	572550	3.01	1204	114	7.000377	SUT2	YPR009W	Upstream	-4199
chrXVI	572151	572550	3.01	1204	114	7.000377	ICL2	YPR006C	Upstream	-3357
chrXVI	572151	572550	3.01	1204	114	7.000377	REC8	YPR007C	Upstream	-975
chrXVI	572151	572550	3.01	1204	114	7.000377	HAA1	YPR008W	Upstream	-665
chrXVI	582001	582200	2.27	454	53	5.6777964	tK(CUU)P		CDS-Exon	41
chrXVI	582001	582200	2.27	454	53	5.6777964	RPA135	YPR010C	Upstream	-907
chrXVI	590453	590649	0.40609136	80	10	5.3026114	YPR013C	YPR013C	Upstream	-4969
chrXVI	590453	590649	0.40609136	80	10	5.3026114	YPR015C	YPR015C	CDS-Exon	472
chrXVI	590453	590649	0.40609136	80	10	5.3026114	RLF2	YPR018W	Upstream	-3922
chrXVI	591551	591802	0.6111111	154	15	6.805018	YPR015C	YPR015C	Upstream	-653
chrXVI	591551	591802	0.6111111	154	15	6.805018	RLF2	YPR018W	Upstream	-2797
chrXVI	594051	594247	0.4568528	90	8	7.456797	DSS4	YPR017C	Upstream	-235
chrXVI	594051	594247	0.4568528	90	8	7.456797	YPR015C	YPR015C	Upstream	-3126
chrXVI	594051	594247	0.4568528	90	8	7.456797	TIF6	YPR016C	Upstream	-1083
chrXVI	594051	594247	0.4568528	90	8	7.456797	RLF2	YPR018W	Upstream	-324
chrXVI	594051	594247	0.4568528	90	8	7.456797	MCM4		Upstream	-2598
chrXVI	622451	622650	2.255	451	59	5.06669	YPR027C	YPR027C	Upstream	-1295
chrXVI	622451	622650	2.255	451	59	5.06669	YOP1		Upstream	-974
chrXVI	622451	622650	2.255	451	59	5.06669	tF(GAA)P2		CDS-Exon	78
chrXVI	683652	683850	0.74371856	148	18	5.4499063	YPR071W	YPR071W	Upstream	-4418
chrXVI	683652	683850	0.74371856	148	18	5.4499063	HOS1	YPR068C	CDS-Exon	599
chrXVI	683652	683850	0.74371856	148	18	5.4499063	MED1	YPR070W	Upstream	-2144
chrXVI	689451	689800	3.0371428	1063	109	6.464078	SUP16		CDS-Exon	63
chrXVI	689451	689800	3.0371428	1063	109	6.464078	SPE3	YPR069C	Upstream	-4191
chrXVI	689451	689800	3.0371428	1063	109	6.464078	NOT5	YPR072W	Upstream	-479
chrXVI	744151	744450	3.4366667	1031	116	5.8911552	YTH1	YPR107C	Upstream	-2238
chrXVI	744151	744450	3.4366667	1031	116	5.8911552	YPR108W-A	YPR108W-A	CDS-Exon, 5'UTR	127
chrXVI	744151	744450	3.4366667	1031	116	5.8911552	tT(UGU)P		CDS-Exon	18
chrXVI	744151	744450	3.4366667	1031	116	5.8911552	YPR109W	YPR109W	Upstream	-387
chrXVI	744151	744450	3.4366667	1031	116	5.8911552	DBF20	YPR111W	Upstream	-3004
chrXVI	744151	744450	3.4366667	1031	116	5.8911552	COG4	YPR105C	Upstream	-4733
chrXVI	769151	769400	3.12	780	89	5.8090405	tK(UUU)P		CDS-Exon	25
chrXVI	769151	769400	3.12	780	89	5.8090405	CLB2	YPR119W	Upstream	-2376
chrXVI	860251	860550	2.5766666	773	86	5.9577303	YPR159C-A	YPR159C-A	CDS-Exon, 3'UTR	11
chrXVI	860251	860550	2.5766666	773	86	5.9577303	tG(GCC)P2		CDS-Exon	25
chrXVI	860251	860550	2.5766666	773	86	5.9577303	YPR158C-C	YPR158C-C	Upstream	-4147
chrXVI	860251	860550	2.5766666	773	86	5.9577303	GPH1	YPR160W	Upstream	-902
chrXVI	860251	860550	2.5766666	773	86	5.9577303	YPR158C-D	YPR158C-D	Upstream	-4147
chrXVI	860601	860800	0.57	114	11	6.869292	YPR159C-A	YPR159C-A	Upstream	-289
chrXVI	860601	860800	0.57	114	11	6.869292	YPR158C-C	YPR158C-C	Upstream	-4447
chrXVI	860601	860800	0.57	114	11	6.869292	GPH1	YPR160W	Upstream	-602
chrXVI	860601	860800	0.57	114	11	6.869292	YPR158C-D	YPR158C-D	Upstream	-4447
