Hybridization REF	TCGA-AO-A03P-01A-11R-A00Z-07
MCM3AP	-0.112666666666667
ST3GAL3	-0.940833333333333
SNX1	0.612833333333333
ELF5	0.06025
PARP3	-0.386125
RBM8A	-0.316125
LINGO4	0.243
ITGA9	0.1145
ZFR	0.00225
ACSL6	-0.746625
FLJ20699	0.2727
DAOA	0.338333333333333
FABP4	0.102666666666667
KCNB1	-2.0245
CANX	0.3078
SLC25A28	-0.453
ADIPOR2	0.260125
ECHDC2	1.582125
SMA4	-0.965
FRZB	2.698875
PABPC1	-0.14
DMRTB1	0.13975
APOBEC3G	-1.048
CATSPER2	-0.731833333333333
CUEDC1	0.164166666666667
STARD9	-1.522
CLDN8	3.369625
LOC23117	-1.45704545454545
E2F6	-0.629944444444444
TMEM126B	-1.38083333333333
DPY19L4	1.25125
GIMAP5	3.04616666666667
NDUFA9	-0.2395
FAM77C	2.817
CTPS2	0.191
LOC51035	-0.1485
WDSOF1	-0.55575
EGLN3	-1.82875
PITX3	0.795666666666667
OR52E8	0.225
GRM4	0.936
KLK1	-2.59816666666667
GPM6B	-2.5435
RRAGD	-0.618833333333333
PAGE5	-3.0625
UCHL5	-1.63216666666667
ULK3	0.351833333333333
AIM2	0.464833333333333
PNO1	-0.725333333333333
OR2F2	-0.1165
GNAT2	-1.2005
SIX1	0.09525
ST13	0.327583333333333
ZBTB44	-0.317875
TIMP2	-0.82925
ZMAT4	-4.5275
GTF2IRD1	0.672833333333333
ZNF19	0.583833333333333
ZNF714	-0.661
RSC1A1	0.47325
C9orf80	0.57225
PSMA8	0.3568
TMEM141	0.00875
COX4I1	-0.355285714285714
CTAGE1	0.888166666666667
DTWD1	2.559
HSD11B1	0.26725
KRT6B	-0.276625
ARID4B	1.090625
LHFPL3	0.17375
WWP2	0.434166666666667
ZNF326	-0.466
RGPD1	-1.8015
CTSH	1.01433333333333
FASTKD1	-0.991
PAF1	0.1739
TTC9C	-0.94625
IFT57	0.2704
PRSS36	-1.5335
IL20RB	-2.0415
ZNF592	1.36166666666667
DCTD	0.2041
CFP	0.84025
MFNG	-1.175125
JMJD2B	1.44
ALDH3B1	-0.3955
THSD4	2.15783333333333
KCNJ5	2.10566666666667
LMNA	-0.174666666666667
TBCD	1.038
ZNF250	0.6185
CASQ2	0.630166666666667
PEG10	-4.17575
PRAME	-3.9402
NP	0.070375
TRIM59	-0.683166666666667
ZNF12	0.427625
XTP3TPA	-0.16275
SIGLEC7	-0.2507
PANK4	-0.184
FAM70A	-1.60233333333333
SNED1	-0.51375
HIP1	0.8619
RAET1E	-0.648666666666667
AMAC1L2	-1.672
AHNAK2	-0.297083333333333
TOE1	-1.0285
RECQL4	-1.09675
SPRYD3	1.17225
DPAGT1	-0.2755
MAGED2	1.951
ANKRD55	-0.733
TRPS1	4.56225
DOK7	0.3305
TFPI2	-7.36975
GTF2H3	0.007
CYP4F11	-0.65725
LHX2	-4.503
ATG16L1	0.6725
ASB12	-0.1515
C1orf116	0.979
NF2	-0.684
POM121	-0.201
PHYHD1	0.4752
TXNDC17	-0.648833333333333
DKFZp779O175	0.69775
NUP62	1.04164285714286
MYO18B	-0.592333333333333
PRAMEF1	0.2905
TCBA1	0.74825
TMEM168	0.85525
FJX1	0.4005
CLCF1	-0.45675
SEPN1	0.550625
IGSF2	0.08675
NUDCD1	-0.278333333333333
TFF3	1.32816666666667
NDFIP1	0.765571428571429
CHCHD4	0.167
TNR	0.2585
CUTA	0.193166666666667
USP44	-4.43225
DPP10	-0.3495
IWS1	-0.436166666666667
PCGF1	0.36425
SULT1C4	-0.0245
NTF5	0.0855
PTPN13	-1.001
SSTR5	0.3915
SFRP1	-4.212375
IDH3B	0.070125
SUOX	1.46866666666667
TMCO5	0.186
GOLT1B	-0.46925
MIB1	-0.587714285714286
PCDHGB1	0.0425
SUSD1	0.29275
ICAM5	-3.011
PAPOLB	0.42325
URM1	-0.4376
TMEM106B	0.114333333333333
LRIG2	-0.43025
SLC27A5	-0.1365
CLIC6	1.9673
ZNF420	2.62433333333333
SCN9A	-2.2388
KIAA1909	-1.00975
ELMOD1	-1.22075
PRKAG1	0.737
FAM64A	-0.732333333333333
EEF1G	-0.8584
SMAD5	0.55225
INCENP	-2.688
WASF2	-0.4895
GARS	-1.0867
CDK10	0.0748
HLX	1.21633333333333
MDM4	-0.2805
ZNRF1	-0.596071428571428
HHATL	-0.943666666666667
FAM21C	1.101
HIST2H3C	0.0285
PFDN2	0.457125
ZNF200	-0.22125
NDN	-0.21
HBA2	-2.60033333333333
FBLN5	0.159875
PUM1	0.377642857142857
TNNT1	2.61233333333333
C19orf59	-0.933166666666667
HNRPH2	0.884333333333333
RAB7A	0.4
PMS2	-0.184875
BIRC3	-2.01283333333333
NRSN2	1.22475
OR52K2	0.4045
SPOCK1	-0.674857142857143
H2AFY	0.77625
RXRB	-0.05375
ZNF638	0.197833333333333
ANKRD45	0.25325
ACTN4	-0.357333333333333
FXC1	0.61
EIF2B5	0.0795
VPS33A	-0.1375
PINK1	0.802375
FAM106A	-0.855
SKIP	0.7681875
GAPDHS	-0.28375
MUM1L1	3.4155
PSTPIP1	-0.10275
CNTNAP1	-1.6424
CYP26A1	-1.314
APOL2	-0.2558
TACC2	-0.040625
COX7A2L	0.126571428571429
HSD17B1	1.8680625
ARRB2	0.01775
SLC7A6	-1.0259
HSD17B10	-0.47575
RBJ	-0.53525
NUP155	-1.70225
MRPL10	0.296333333333333
CYCS	-1.23458333333333
CCDC46	-1.492
TECTA	-0.491
GNAL	-1.53925
LPO	0.4945
PEBP4	-0.05075
DDX11	-1.332
C18orf12	0.646
TAF9B	-0.453666666666667
IMP4	0.4205
RPA4	-1.587
NDUFS1	-0.68225
UPK1A	-1.29133333333333
ARRDC2	0.397
C18orf20	0.2975
AES	0.810785714285714
CD2BP2	0.0438333333333333
C16orf54	0.37
UGT2B17	-0.027125
FGFR1	-1.25171428571429
CEACAM6	1.9381
CHRM5	-0.0354999999999999
CERK	-2.03175
AP3S2	3.28628571428571
ANKS4B	-1.63475
CLCNKA	0.097
ZNF208	-0.790333333333333
HLA-DRB5	4.131
CARKL	-0.18725
GOT1	-0.862333333333333
CASP6	0.600875
HOXA1	-1.148
RCL1	0.4095
ZNF181	0.563166666666667
RAB40B	1.2755
MRPL38	0.395875
LRRN2	0.4175
C3orf25	0.471
OR5D14	0.5365
OR10AG1	0.025
BET1L	0.5534
FRY	2.82225
AK3L1	-0.082
CSF3R	0.410333333333333
POLR3K	-0.288833333333333
ATG2B	0.268666666666667
EPS8	-0.919666666666667
DARS	-0.475875
C10orf56	-0.346
DAD1	0.995416666666667
RIOK1	-0.6625
HERC2	0.00124999999999999
HSD11B2	2.24383333333333
FAM96B	-0.258
MGC13057	-1.99242857142857
BSN	-0.43675
CAND1	-0.114333333333333
HCST	1.0685
ACTR10	-0.294
OR8D4	-0.199
NASP	-1.9776
COL9A2	-1.05566666666667
LYZL1	-0.051
GPC5	-3.08225
TBL3	0.0655
CENTD2	-0.2283
OR5AP2	-0.025
TLR1	1.07775
LMO6	0.08125
ZIC2	-3.436875
CPNE5	0.97375
ZMYND15	0.55925
FLJ22374	-0.5015
CCDC106	1.776
PARP16	-0.20575
PDIA3	0.233
C14orf126	0.415
CECR2	-0.428
SFRS1	-0.543642857142857
FIGLA	0.702
DCP1A	0.4165
MGC45800	-1.4749
TEKT1	0.306333333333333
C10orf67	0.363
CLN5	0.747
NTN2L	0.3845
GLE1L	0.309
CES2	-0.1931
GNAS	2.33555555555556
DDX53	0.7895
TSPAN13	1.61625
MRPL52	0.4519
SPIRE2	-0.222625
TAS2R39	0.0875
SCUBE3	-0.06
UCRC	-0.0643
CDKL3	0.2995
KIAA1715	-0.5896
ZNF345	1.573
RTF1	0.00350000000000001
DHRS7	0.3615
RIPK4	-1.227
EXOSC2	-0.9
MS4A2	3.20425
FGF17	0.4315
WDR59	-0.585125
EVI2A	-1.281
IL17RC	0.250833333333333
HS3ST1	0.71225
ITGB1BP2	-1.479
RBPJ	-0.829833333333333
GIMAP1	2.645
INE1	-1.519
ALDH18A1	3.355
TPI1	-1.221125
GATA6	-2.07925
CABP1	-0.691833333333333
ZNF484	0.60625
DAPK3	1.256
GJB1	-1.76858333333333
PIN1	-0.36825
SLC6A15	-3.92233333333333
CNO	0.27925
RIN2	1.5295
FRRS1	-0.869
CYorf15B	-4.117
DMRT3	1.379625
ATAD1	-0.63375
OTUD4	-0.0132777777777778
ATOH8	-1.63725
ZSCAN16	1.0105
ASCC1	-0.061
OTUD3	-0.572
MGC33212	-0.0921666666666667
YME1L1	-0.047625
RP11-218C14.6	0.505
PCBP4	-0.6835
TNFRSF10A	-0.89925
CDH10	-3.847
KL	1.216875
SCP2	0.0725
C9orf119	0.445625
SON	-0.4285
MAFK	-0.0565
SBNO2	0.045
SLC6A6	-0.461333333333333
SC4MOL	-0.57875
FAM35B	-0.707625
PPP1R9A	-2.621125
PDZRN3	-0.309875
CXorf20	-1.0825
C6orf126	0.2385
AVEN	-0.6095
FLJ21075	-1.62
C14orf132	-2.566875
PCK2	0.093875
GUCY2C	0.02
BARX2	0.11825
PEX11G	2.039
DAO	-0.671166666666667
C10orf49	0.0756666666666667
EDNRA	2.73333333333333
PPP2R5A	1.7572
DDX39	-0.0508333333333333
SERF1A	0.039
ASCIZ	-0.1282
FNDC8	0.10525
PTMS	0.185375
PHF7	1.5145
PIP4K2B	0.2218125
HHLA2	0.123
BDH2	0.966
APOBEC2	-0.3575
PENK	-0.788666666666667
SMAD9	-2.24225
MT3	-0.81675
RGL1	-0.60525
ATG10	-1.041875
DLGAP4	-0.118833333333333
APPBP2	-0.441642857142857
BACE2	-1.40928571428571
LOC339344	0.811666666666667
ZNF395	-0.794125
HIST1H2BL	0.22275
ZNF467	1.34375
SLC25A21	-0.134
PALM2	-0.610333333333333
NSUN5C	-0.47275
IL5	0.4433
CLSTN2	2.45375
ANXA8L2	-2.243
PTGES	1.447
GDAP1L1	-2.00066666666667
OPRK1	-1.31583333333333
WDR20	-0.0545
C12orf4	0.167125
NUP88	-0.13925
XRCC6BP1	-0.994166666666667
FCGBP	0.612928571428571
LEMD2	0.228
NOMO1	-0.524
C10orf79	0.957625
ZNF79	1.3259
OCRL	0.5184
HSPA8	-0.462416666666667
DIDO1	-1.12145833333333
PLA2R1	0.59425
COG3	0.4855
NGDN	0.727
CBFA2T2	-0.269625
PNOC	-1.64475
PRRG1	0.557333333333333
AGGF1	-0.526928571428571
DPF2	-0.8195
YIPF7	0.4265
TRPV5	0.3065
ZNF322B	1.3495
MED12	0.416
CARS	-0.336666666666667
ABCC11	0.529166666666667
C9orf25	0.08
MYH1	0.5845
FRYL	-0.151166666666667
AGTRAP	0.05875
MMP27	0.714
ZNF432	0.9485
OR8D1	0.2075
OR13D1	0.672
VWA1	1.2745
STON1	-1.44075
IL5RA	-0.5635
PERP	0.1024
C10orf107	1.4635
TNFSF12	1.65725
FN1	-0.403625
MTR	-0.110666666666667
PHLPPL	-0.647833333333333
ZNF425	1.43175
DHFR	-1.44305555555556
PPP1R12A	0.2805
RSPO2	-2.36957142857143
ZNF7	0.7415
ZNF583	-1.26575
TPMT	-1.00716666666667
GPR132	0.25525
OR2T12	0.22475
SERTAD2	-0.1362
ATP1A1	-0.3754
FRMPD3	1.0285
ZNF672	0.10275
PLXNB3	0.09675
EML5	0.205
FAIM3	1.104
UBQLN2	0.5975
SORCS2	1.049
PRIM2	-2.041
ACVR2A	0.0363333333333333
YWHAZ	0.0525
PGM2L1	-0.305
GNAO1	-0.261846153846154
RPL10	-0.0196999999999999
RPS6KA6	0.147
PFKL	-0.714833333333333
SH3D19	0.13125
AURKB	-1.69933333333333
ZC3H6	1.104
DISC1	-0.494166666666667
FLJ39660	-2.71366666666667
TMEM25	2.013125
OSBPL10	-1.026875
CLTCL1	-1.893
ALG6	-0.63275
CATSPER4	0.126
LRTM1	-0.066
RRAD	0.962666666666667
TIPIN	-1.442
CARD14	1.4715
RBM9	-0.992166666666667
RASSF4	-0.14225
SLC25A18	-0.7315
C6orf58	-0.242333333333333
IGHD	0.6915
PLA2G6	-0.347
TPT1	0.960625
SEC63	0.4342
CCDC113	0.1472
TDRD10	-0.027375
KIAA1666	-1.332875
TOR1AIP1	0.595166666666667
SYTL4	1.69566666666667
SPRR2F	-1.6475
CEBPD	1.22675
SNTG2	-1.92175
C20orf77	0.025
TAS2R49	0.3235
C6orf173	-1.37
SVEP1	-0.3538
PXN	-0.626
VIL2	0.352333333333333
C5orf21	0.34425
DIXDC1	-0.014
GANAB	-0.7495
PDSS1	-1.3325
NGFR	-0.77375
ATP8B4	2.7505
BMP8A	0.071
CCDC132	-0.6525
GNRH1	-2.73825
OR10T2	-0.0623333333333333
PDGFD	1.8315
OR6W1P	-0.0415
HARS	0.06475
KRT77	0.274
AQP8	0.242
ITGB1	-0.2488
ZNF254	0.1003
PAX1	0.1275
PSMC4	-0.6204
ANKRD22	0.7855
PSMD8	-0.67
HTR1E	-0.678833333333333
SOX10	-2.2345
OR5B2	0.252
RABGEF1	-0.816
MAP1LC3B	-0.47425
CYB5R4	0.86375
AGXT2L1	-3.18725
FLJ41603	1.09666666666667
TRAPPC2	1.069
FNTB	0.00139999999999997
FLJ14107	-1.35883333333333
AURKAIP1	0.191
DSE	0.85025
NFKBIZ	-2.94
OSBPL3	-1.37983333333333
LOC130576	1.631
SLC39A9	0.415
LOC137886	0.0140833333333334
RHCE	-1.2345
ATG7	0.384
FAM82A	-0.1165
FBN3	0.181
MCFD2	-1.22516666666667
CASP14	0.1265
EPS15	0.180666666666667
SFRS2B	-0.00866666666666669
C19orf47	-0.008
PLAC9	-0.7795
GPR23	-0.178
BTNL3	-0.0803333333333333
RGS8	0.1985
GNS	0.8995
ENO2	-2.5495
CBX1	0.5717
PEX26	0.1425
LRP5	-0.709
ADAMTSL4	-2.311
ARR3	0.154166666666667
MAP1A	-0.3065
CD2	2.6585
NAV2	-1.6051875
TMEM69	-0.13775
ATXN7	-0.995166666666667
CHN2	-1.1786
ZNF781	-0.571166666666667
HAS2	-4.34833333333333
KIAA0241	-0.323166666666667
BIC	0.3995
MOBKL2A	0.04025
CYP2C9	5.02
CNOT7	-1.01735714285714
SFRS10	-0.832
CST11	4.18325
FLJ37543	0.025
NKAP	-0.55475
RUNX1T1	1.50425
EAF1	0.674
IL4I1	2.3595
LRRC61	0.559666666666667
PSIP1	-1.96216666666667
SPRR4	0.209
ZFP90	0.615666666666667
AP2B1	0.952230769230769
SLC30A7	0.39075
C7orf28A	0.106833333333333
S100B	-3.81833333333333
BMP2	-2.25675
ESR1	4.40491666666667
ZFPL1	0.16425
ARHGAP12	0.49575
LRRC19	-0.295666666666667
ZNF767	-0.547833333333333
NACA	0.325
OLIG1	-2.381875
PRF1	0.639
LST1	2.294
SPATA9	-0.904
CNFN	0.3175
CDK4	-0.3781
TCF15	0.816333333333333
PARC	0.21175
PPM2C	0.13275
LOC283345	-0.7225
FAM107B	0.2845
DMXL1	-0.437375
RBM3	0.49525
HTR5A	-1.57133333333333
SCFD1	0.153333333333333
EPHB3	2.46875
ROPN1L	-0.421166666666667
RAMP3	2.498
TSPYL5	4.09690909090909
GAP43	-3.1635
PAPD4	-0.531
PDE3A	-1.2865
TNFRSF10C	0.70325
JMJD5	0.163166666666667
RASGEF1A	-0.8095
C16orf65	0.0123333333333333
HIPK3	-0.3705
XYLT2	-0.0205
XPOT	-0.443833333333333
GAL3ST1	0.58575
DHCR7	-1.568
AMIGO3	0.590166666666667
FGFR4	-2.05033333333333
CRAT	-0.143125
PPP1R14D	0.1285
TRIM14	0.2538
TMPRSS11D	-0.226
SLC7A11	-3.0205
OR10H2	0.699
PPM1E	0.6149
DOCK4	-0.1735
FAM127A	-0.284875
ENOPH1	0.12725
SLC5A3	-0.6705
ZNF530	0.8899
NTS	-5.27725
FRMD4A	0.444
BCL11B	-3.66933333333333
PRM1	-0.382
UQCC	-0.7348
S100A16	-0.307
PLS3	-1.5555
WWOX	-0.489071428571428
CCDC23	-0.0535
GTSE1	-1.30933333333333
GP2	3.2215
FLJ32549	1.01075
CHIT1	3.926
KLF9	0.2815
RPS24	1.5498
MIA	-4.07525
FIGN	-1.11875
PYROXD1	-0.376125
PCSK2	-0.069125
MRPL9	-0.39
RPL24	0.1005
C12orf32	-0.4615
HIST1H2BE	0.15075
RGS18	2.109
LFNG	2.259
RAB4B	0.0703
FBXO25	-0.7175
TSPAN31	0.926166666666667
ARL8A	0.830071428571429
C10orf83	0.0354
OR51B6	0.215
CNKSR2	0.519333333333333
C1orf156	0.00375
IBSP	1.145
GFRA2	-0.1162
ALKBH7	0.1952
NEK10	1.3205
VN1R3	0.1695
LOC91948	2.2135
CPZ	-0.912
IHPK3	1.512
COL8A1	0.48025
RBPJL	0.0455
OR10A4	0.0215
CASP8AP2	-0.456625
MMP12	0.851
OR8B12	-0.1215
CDCA5	-1.32483333333333
LIX1L	-1.79875
PEX11B	1.00075
GABRA1	0.234
HABP2	-0.0485
REEP1	1.10366666666667
FBXO15	3.14375
CD68	0.4535
WFDC9	-0.3835
GHDC	1.1175
SMARCA1	1.0865
SPAST	-0.123666666666667
PLXND1	-0.3405
MLCK	0.05
INTS5	0.210333333333333
BSG	-0.0254285714285714
PARP8	-0.0258333333333333
TEAD4	-0.255833333333333
ZNF498	-0.00187499999999999
TMEM89	-0.805333333333333
DTX4	-0.428
TNRC6B	-0.891625
ARMC2	-0.531625
FGFBP1	-3.1005
TIMM8A	-0.727
AJAP1	-2.0321
ZNF608	-2.3
SLC25A42	-0.464
SYP	0.046
MMP11	3.26966666666667
USP40	1.0539
C3orf62	0.635833333333333
MYO1E	-1.0485
LRFN4	-0.1715
XCL1	0.150666666666667
GPR155	-0.1365
VPS29	-0.187125
CARHSP1	-1.6395
ARHGAP20	-0.515333333333333
GREM2	-0.980384615384615
CCDC102B	2.04975
ZNF577	-0.0816666666666667
HDDC2	-0.45675
SHC2	1.3252
NCOA5	0.817
INPPL1	-0.6815
CHGB	-2.774
IHH	-0.1195
DDEF2	-0.541666666666667
DIAPH3	-2.10485714285714
BUB3	-0.55625
GGH	-1.25877777777778
VPS35	0.6808
CNN2	-0.223666666666667
ASNA1	0.79075
WDTC1	0.68175
AMAC1	0.0405
HAS3	-1.6565
SLC1A6	-1.6915
ZNF563	-0.0755
C1S	1.83
TCF7L1	-1.4815
OR10Z1	0.074
ME2	0.2792
C6orf151	-0.904875
KPNA4	-0.4003
GLO1	-0.1085
WDR61	-0.3625
CD302	1.11375
SIRT7	0.634666666666667
C11orf59	0.12525
PKIG	0.514
PPIL3	-0.3825
CCDC74B	2.496125
ZNF528	0.91675
EFNA5	-0.4865
FCGRT	3.39
NOL4	1.0333
CCS	-0.66375
LOC374491	-0.462
MFSD7	3.482
ZNF555	1.33925
LIMS3	-1.70475
TSSC4	1.03533333333333
COL11A2	-1.039
C1orf119	0.414833333333333
BPNT1	-0.235
CHRNA6	0.3815
C1orf173	0.2318
PLD2	0.42
ORC1L	-2.829
SASH1	-0.186875
CDC14B	-1.212625
RLBP1L1	0.75275
LDLRAP1	0.2252
NAT8B	0.0326666666666667
HHEX	-3.3185
LGALS7	2.47675
PLCH1	-1.543875
OR1M1	0.225
PRAMEF16	0.37125
HECTD1	0.3525
C14orf39	-0.654
TLN2	-0.1894
HDAC4	-1.765
SYCP2L	-3.36
GLRA1	-1.5595
RPS6	0.6085
hCG_1757335	-0.8945
KLHL1	-0.9665
CTNNBIP1	0.285833333333333
SCAND2	-0.0839
HMGN2	-0.4025
YAF2	0.016
BRPF1	0.462
LIAS	0.593
CTA-246H3.1	-1.57025
SAG	1.45
C20orf10	0.72125
HNRNPA2B1	-1.18733333333333
GADD45A	-2.03816666666667
MSH4	-0.0795
TMEM70	0.04475
HIST1H2AM	0.741125
C19orf26	0.0761666666666667
C1orf50	-0.498
GNG3	-1.00525
FTO	-0.04075
CALCB	-2.1425
PPP3R1	-0.328625
C15orf42	-1.54725
CCNJ	2.3245
GNAZ	-0.822066666666667
PSD	-0.312166666666667
FAM57A	-2.132
STIM2	0.1735
DHX8	0.58875
MOGAT3	-0.34825
UBE3B	1.4895
PLAT	0.15
C6orf206	0.3015
COPE	0.0166
EIF3A	-0.10525
C1QL2	0.1225
IQCE	0.518833333333333
KIAA0182	0.949583333333333
SLC22A7	-0.3038
PPFIA2	0.135
ADAMTS15	0.08
ODZ1	-2.862
THBS4	1.08583333333333
ARHGAP1	0.70375
B4GALNT3	0.028
FCHO1	-2.3335
LOC440456	0.37675
HOXD10	-0.279833333333333
CXCR3	1.11783333333333
CHI3L2	-0.383125
SRPX2	1.1195
ZNF132	0.327333333333333
UBAC2	0.373833333333333
RPL32P3	-0.3445
CBWD6	0.194
ST6GALNAC4	0.215
KIAA0391	0.3205
LOC388969	0.75725
KRTAP5-8	-0.512833333333333
ZNF786	0.79525
LYVE1	1.57233333333333
GPR144	0.0835
APOH	-4.683875
TSC22D2	-0.494833333333333
PLCD1	-0.3195
FLG2	-0.2525
M-RIP	0.365
NDUFV1	-0.67425
POLDIP2	0.527333333333333
RAB3GAP2	0.00366666666666666
RPSAP15	-0.27775
CLEC7A	0.485875
HSPA14	-1.13425
TAAR5	0.51725
FAM132A	-1.2555
C2orf43	-0.99225
OR10V1	0.632
SELPLG	-0.44775
C1QTNF6	-0.453166666666667
OPCML	0.2319
DTYMK	-0.7915
ALDH16A1	1.286375
F13B	-1.432
MGC16169	0.822
KIRREL2	-1.84516666666667
C14orf32	-0.227416666666667
SLAIN2	0.7042
HSD3B2	-0.125
AMMECR1L	0.2695
LRRC37B	-1.612
HMG20A	0.283833333333333
C22orf27	0.7549
FBXL22	0.3605
AP1B1	0.458666666666667
TNKS1BP1	1.25475
CD74	2.824
HSPA12B	2.61416666666667
PLSCR1	0.401333333333333
SLC35E1	0.0728333333333333
FEZ1	-2.146
APOD	0.42975
C16orf44	-0.44775
C1orf166	0.4765
KCTD11	0.4185
NELF	0.19175
SRP54	0.0153333333333333
MGC35361	-0.10025
GPR35	-1.5365
NRGN	-1.097
SIGLEC12	0.56
SCN1B	-0.19175
IFNW1	0.036
STAR	-4.817
HLA-DQA2	3.2005
RNASEH2B	-0.60525
TAAR2	0.2695
VAMP5	-0.0726666666666667
TUBA1C	-1.00657142857143
PIK3R2	0.095625
ARD1A	-0.0688333333333333
EBF2	0.4655
CAMSAP1L1	0.513
CYP3A43	0.1835
AKR1B1	-2.26
KIAA1729	1.013375
KAL1	0.6038
CYBB	0.070375
UXS1	-0.35975
LOC338579	0.046
C11orf45	-0.594
SHB	1.39675
IKZF4	0.576
NDUFA1	0.061125
HSPE1	-0.16125
C1orf215	-0.27125
GPR113	-0.006
ZNF573	-0.11
TBX18	-0.9555
GGTA1	4.479
PCDHGA8	-0.444
RPS6KL1	-0.161125
DPP9	-0.546375
SLC43A2	0.488125
COPS3	-0.62125
PMPCB	-0.0441666666666667
HYLS1	-0.3815
LSM8	-0.535166666666667
PDE6B	0.47525
C10orf118	0.5169
OR1C1	0.365333333333333
ZNF415	2.45325
OR2F1	-0.3695
ZDHHC13	-0.20425
FZD8	-1.8546
TCEA1	-0.4638
SUSD4	0.6575
C22orf24	-1.334
TNFRSF14	-0.58325
TRIM28	-0.438333333333333
FGF5	-1.642
CSPG5	-0.418833333333333
RNF133	0.19075
FKBP15	0.34
BZW2	-0.74475
NSMCE1	0.0375
PTPRN	-0.04325
TST	0.17825
POP1	-0.93
RNF24	-1.05633333333333
SFRS4	-0.760875
REPS1	-0.198
CD70	-2.62766666666667
PDXDC1	-0.29475
SRC	0.0906
NTNG1	-1.85516666666667
SETD1B	0.85725
TINP1	0.651
ZNF606	2.894
SSR1	0.2536875
RGNEF	-0.253
NFS1	-1.1605
CENTB5	-0.92575
CRMP1	-0.4615
ADAM18	0.159
CCDC87	0.784166666666667
LRRC8B	-0.55675
CSNK1G1	-0.100666666666667
MAFB	1.85316666666667
C12orf45	0.02425
C1orf54	1.884
DPEP1	0.0213333333333333
FLJ13137	0.5095
C14orf118	-0.5355
ANKRD19	0.13325
ABCA9	0.4253
TMEM87A	0.2854
BBS5	0.5972
CYP17A1	-0.223285714285714
SCG3	-3.002
ESCO2	-2.50075
GFER	-0.107333333333333
NRIP2	-0.117666666666667
DDX59	0.303333333333333
RIC8B	0.5097
TNNI1	0.1765
KTELC1	-0.00633333333333334
GPR85	0.0218333333333333
SP3	0.45525
GOSR2	0.262416666666667
DDX1	-0.49275
DSCR9	-0.826
KIAA1984	-1.357625
FLRT3	0.03325
RNPS1	-0.277142857142857
ZNF772	0.715
SLC25A10	0.527833333333333
ADAMTS3	-1.2491
TBC1D7	-1.712
PCYOX1L	-0.4005
LOC339745	0.43525
VPS54	-0.949875
PCDHB12	0.092
C4orf6	0.4245
CCL5	2.984375
PEX5	0.889875
LENG1	1.59083333333333
LOC51336	-2.46875
FLJ25371	1.2025
WDR45L	0.286166666666667
SPAG8	-0.420166666666667
GUCA1C	-0.013
LOX	-2.851
FIZ1	1.792
BAG5	0.2795
BUD13	-0.896333333333333
MGC2752	-0.230875
IQSEC3	0.23925
TGFBR3	-2.703
CASP9	-1.68875
PPA2	0.68025
MED24	0.582375
MAP3K7	0.1225
SRPR	-0.35325
C17orf81	-1.65425
RIPPLY1	0.5505
EID2	-0.69525
AKR1C1	-3.40466666666667
IMMP2L	0.430375
SPSB4	0.5595
BAG4	-1.031375
ZNF32	1.84766666666667
KLHL34	0.298
BRD2	0.89625
IL32	-0.377833333333333
FAM53B	-0.607
SLC7A1	-0.34575
KAAG1	0.546
CCDC54	0.0731666666666667
PRKCQ	-2.62775
TIRAP	0.254375
SPSB1	0.394166666666667
USP36	-0.24075
FLJ32569	0.021
LYZ	-1.14475
TMEM186	-0.2875
TPM2	-0.464
C9orf100	-0.483166666666667
PPP1R11	0.6759
OLFML3	1.0199
ELAVL1	-0.0651666666666667
DNAJC17	0.084
ABCA2	-0.8065
BNIP3L	-1.751125
ATP10D	0.3995
GALNT8	-0.5015
PRKCH	1.667
USP12	-0.08725
STXBP1	-1.0097
LSM2	-0.781666666666667
ANKRD30A	-0.183
LAP3	-0.097
C9orf40	-0.766
KATNAL2	0.7345
RG9MTD2	1.5305
PNPLA7	1.66275
IDH1	-1.2705
C1orf57	-0.0245
XRCC5	-0.2777
TBRG4	-0.379125
DCDC5	1.254
POU5F1	-4.00675
RAB1A	-0.257785714285714
KRTAP15-1	0.3095
INHA	-0.665166666666667
WDR90	-0.038625
MLL2	0.0736666666666667
FAM104B	0.34925
SF3B14	-0.39325
STX1B	-0.341
SNX12	0.05425
KMO	0.409166666666667
FAM100B	0.22375
CDRT15	0.2385
RAB9A	-0.626333333333333
RUFY3	0.416875
UBE2U	0.8442
NFKB1	0.8039
FBXO38	0.754125
VRK3	1.709
TUBB8	-0.2555
IFNA6	0.1735
AYTL1	-1.36966666666667
RBP3	0.587714285714286
MUC13	-1.47525
C8orf30A	0.226
MFAP1	-0.253
NHLH1	0.5465
CXorf34	-0.5305
SP8	-4.2145
RNF151	0.262833333333333
TDRD7	0.51475
KCND2	3.37975
FKBP9L	-0.649166666666667
C17orf44	1.55275
TIMM17B	0.079
WIPF1	-0.3251
SNX15	0.0402
IGF2R	0.4519
SBSN	-0.2065
RBM15B	0.49075
AGBL5	-0.24025
APEX2	-0.0965
C17orf39	-1.141
UBE3A	0.2786
SPANXC	3.033
TGFB1I1	-0.229
RBM13	-1.4455
TOP2B	0.345333333333333
NPVF	-0.063
RIMS4	1.116375
RAD54L2	-0.237333333333333
RSPO3	1.716
C2orf47	-0.188
TSPAN4	-0.118083333333333
DNAL1	-0.7395
DKFZp761E198	0.055
NLE1	-0.60725
TPST1	-1.58525
SREBF1	2.21275
CLEC12B	-0.3555
